State,County,Court
California,Los Angeles County,West Los Angeles Court - 19463
California,Los Angeles County,Whittier Court - 19463
California,Madera County,Borden Division - 20640
California,Madera County,Criminal Division - Madera - 20660
California,Madera County,Madera County Superior Court - 20100
California,Madera County,Madera Juvenile Court - 20230
California,Madera County,Sierra Division - Bass Lake - 20680
California,Madera County,Traffic Division - Madera - 20620
California,Marin County,Marin County Courthouse - San Rafael - 21420
California,Mariposa County,Mariposa Judicial District - 22650
California,Mariposa County,Mariposa Juvenile Court - 22200
California,Mariposa County,United States District Court Eastern District of California
California,Mendocino County,Round Valley Branch - Ukiah - 23480
California,Mendocino County,Ten Mile Courthouse - Fort Bragg - 23480
California,Mendocino County,Ukiah Courthouse - 23480
California,Merced County,Juvenile Division - Merced - 24400
California,Merced County,Merced Superior Court - 24400
California,Merced County,Traffic Division - Merced - 24400
California,Modoc County,Modoc Courthouse - Alturas - 25100
California,Mono County,Bridgeport Branches - Mammoth Lakes - 26660
California,Monterey County,Marina Division - 27450
California,Napa County,Criminal Courthouse - Napa - 28100
California,Nevada County,Nevada City Branch Court - 29460
California,Nevada County,Nevada City Juvenile Court - 29200
California,Nevada County,Truckee Branch - 29480
California,Nevada County,Truckee Juvenile Court - 29210
California,Orange County,Harbor Justice / Newport Beach Court - 30470
California,Orange County,Laguna Hills Court - 30470
California,Orange County,North Justice Center / Fullerton Court - 30470
California,Orange County,Orange County Superior Court - Santa Ana - 30470
California,Orange County,West Justice - Westminster Courthouse - 30470
California,Placer County,Auburn Division/Juvenile Division - 31455
California,Placer County,Bill Santucci Justice Center - Roseville - 31455
California,Placer County,Bill Santucci Justice Center Criminal Division - Roseville - 31455
California,Placer County,Tahoe Courthouse - 31455
California,Plumas County,Chester Courthouse - 32100
California,Plumas County,Greenville Courthouse - 32100
California,Plumas County,Plumas Juvenile - 32651
California,Plumas County,Plumas Superior Court - Quincy - 32100
California,Plumas County,Portola Courthouse - 32100
California,Riverside County,Banning Courthouse - 33460
California,Riverside County,Blythe Courthouse - 33450
California,Riverside County,Corona Court - 33460
California,Riverside County,Hemet Courthouse - 33460
California,Riverside County,Lake Elsinore Court - 33460
California,Riverside County,Larson Justice Center - Indio - 33450
California,Riverside County,Moreno Valley - 33460
California,Riverside County,Palm Springs Court - 33460
California,Riverside County,Perris Court - 33460
California,Riverside County,Robert Presley Hall of Justice - Riverside - 33460
California,Riverside County,Southwest Justice Center - Murrieta - 33460
California,Riverside County,Temecula Courthouse - 33460
California,Sacramento County,Carol Miller Justice Center -Sacramento - 34470
California,San Benito County,San Benito County Superior Court - Hollister - 35100
California,San Bernardino County,Barstow - 36130
California,San Bernardino County,Big Bear - 36625
California,San Bernardino County,Chino - 36433
California,San Bernardino County,Fontana - 36480
California,San Bernardino County,Joshua Tree - 36677
California,San Bernardino County,Needles - 36660
California,San Bernardino County,Rancho Cucamonga - 36495
California,San Bernardino County,Red Lands - 36110
California,San Bernardino County,San Bernardino District Criminal Traffic - 36100
California,San Bernardino County,San Bernardino Juvenile - 36200
California,San Bernardino County,Victorville - 36120
California,San Bernardino County,Victorville Juvenile - 36220
California,San Diego County,Central District - San Diego - 37100
California,San Diego County,East County - El Cajon - 37440
California,San Diego County,Kearny Mesa Traffic Court - San Diego - 37480
California,San Diego County,North County - Vista - 37465
California,San Diego County,San Diego Juvenile Court - 37200
California,San Diego County,South County - Chula Vista - 37485
California,San Francisco County,Hall of Justice - San Francisco - 38460
California,San Francisco County,San Francisco Juvenile Court - 38200
California,San Joaquin County,Juvenile Court - French Camp - 39460
California,San Joaquin County,Lodi Branch Department L1 - 39460
California,San Joaquin County,Monteca Branch - 39460
California,San Joaquin County,Stockton Courthouse - 39460
California,San Luis Obispo County,San Luis Obispo Superior Court - 40410
California,San Mateo County,Southern Traffic Division - Redwood City - 41470
California,Santa Barbara County,Figueroa Division - Santa Barbara - 42460
California,Santa Barbara County,Lompoc Division - 42470
California,Santa Barbara County,Miller Division Juvenile - Santa Maria - 42203
California,Santa Barbara County,Santa Maria Miller Division - Santa Maria - 42465
California,Santa Barbara County,Solvang Division - 42675
California,Santa Clara County,Palo Alto Courthouse - 43460
California,Santa Clara County,Santa Clara Courthouse - 43471
California,Santa Clara County,South County Morgan Hill Courthouse - 43635
California,Santa Cruz County,Santa Cruz Courthouse - 44460
California,Santa Cruz County,Watsonville Courthouse - 44460
California,Shasta County,Burney Branch - 45670
California,Shasta County,Shasta County Superior Court Juvenile - 45670
California,Shasta County,Shasta County Superior Court Traffic - 45670
California,Sierra County,Sierra County Superior Court - Downieville - 32651
California,Siskiyou County,Dorris Tulelake Branch - 47630
California,Siskiyou County,Happy Camp Branch - 47650
California,Siskiyou County,Weed Branch - 47670
California,Siskiyou County,Yreka Courthouse - 47690
California,Solano County,Hall of Justice - Fairfield - 48430
California,Solano County,Solano Justice Center - Vallejo - 48480
California,Sonoma County,Sonoma County Superior Court - 49100
California,Sonoma County,Sonoma County Superior Court Juvenile - 49200
California,Sonoma County,Sonoma County Superior Court-Traffic - 49460
California,Stanislaus County,Juvenile Court - Modesto - 50200
California,Stanislaus County,Modesto Central - 50450
California,Sutter County,Sutter County Superior Court - 51460
California,Tehama County,Juvenile Courthouse Corning - 52200
California,Tehama County,Red Bluff Courthouse - 52660
California,Trinity County,Trinity County Superior Court - 53100
California,Tulare County,"County Civic Center, Room 124 - Visalia - 54490"
California,Tulare County,Porterville Division - 54465
California,Tulare County,Tulare County Superior Court - Visalia - 54100
California,Tulare County,Tulare-Pixley Division - Tulare - 54485
California,Tuolumne County,Tuolumne County Superior Court - Sonora - 55100
California,Ventura County,East County Courthouse - Simi Valley - 56100
California,Ventura County,Federal Court - 56100
California,Ventura County,Juvenile Courthouse - Oxnard - 56100
California,Ventura County,Ventura Court - 56100
California,Ventura County,Ventura Division - Traffic HOJ 118 - 56100
California,Yolo County,Yolo County Superior Court - Woodland - 57420
California,Yuba County,Juvenile Traffic Richard A Schoenig Annex - 58100
California,Yuba County,Yuba County Superior Court - 58100
Colorado,Adams County,Adams Court
Colorado,Adams County,Westminster Municipal Court
Colorado,Alamosa County,Alamosa Municipal Court
Colorado,Archuleta County,Archuleta County Court
Colorado,Baca County,Baca County Court
Colorado,Bent County,Bent County Court
Colorado,Bent County,Las Animas Municipal Court
Colorado,Boulder County,Superior Municipal Court
Colorado,Chaffee County,Chaffee Combined Courts
Colorado,Clear Creek County,Clear Creek Court
Colorado,Conejos County,Conejos Court
Colorado,Crowley County,Crowley Combined Courthouse
Colorado,Custer County,Custer Court
Colorado,Delta County,Delta Court
Colorado,Denver County,Denver County Court
Colorado,Dolores County,Dolores County Court
Colorado,Douglas County,Castle Rock Municipal Court
Colorado,Douglas County,Douglas County Court
Colorado,Eagle County,Avon Municipal Court
Colorado,Eagle County,Eagle Court
Colorado,El Paso County,Colorado Springs Municipal Court
Colorado,El Paso County,El Paso Court
Colorado,Elbert County,Elbert County Court
Colorado,Fremont,Canon City Municipal Court
Colorado,Fremont,Florence Municipal Court
Colorado,Fremont,Fremont Court
Colorado,Garfield County,Garfield County Court
Colorado,Gilpin County,Central City Municipal Court
Colorado,Grand County,Grand County Court
Colorado,Gunnison County,Gunnison County Court
Colorado,Hinsdale County,Hinsdale County Court
Colorado,Huerfano,Huerfano County Court
Colorado,Jackson,Jackson County Court
Colorado,Jefferson County,Jefferson Court
Colorado,Jefferson County,Lakewood Municipal Court
Colorado,Jefferson County,Wheat Ridge Municipal Court
Colorado,Kiowa County,Kiowa Court
Colorado,Kit Carson County,Kit Carson Court
Colorado,La Plata County,La Plata County Court
Colorado,Lake,Lake County Court
Colorado,Lake,Lake County Justice Center
Colorado,Larimer County,Larimer County Court
Colorado,Las Animas County,Aguilar Municipal Court
Colorado,Lincoln,Limon Municipal Court
Colorado,Lincoln,Lincoln Court
Colorado,Logan County,Logan County Court
Colorado,Mesa County,Mesa County Court
Colorado,Mineral County,Mineral County Court
Colorado,Moffat County,Moffat Court
Colorado,Montezuma County,Mancos Municipal Court
Colorado,Montezuma County,Montezuma County Court
Colorado,Montrose County,Montrose County Court
Colorado,Morgan County,Morgan Court
Colorado,Otero,La Junta Municipal Court
Colorado,Otero,Otero County Court
Colorado,Otero,Rocky Ford Municipal Court
Colorado,Ouray County,Ouray County Court
Colorado,Park County,Park Court
Colorado,Phillips County,Phillips Court
Colorado,Pitkin County,Pitkin County Court
Colorado,Prowers County,Prowers Court
Colorado,Pueblo County,Pueblo Municipal Court
Colorado,Rio Blanco County,Rio Blanco County Court
Colorado,Rio Grande County,Rio Grande County Court
Colorado,Routt County,Routt Court
Colorado,Saguache County,Saguache Court
Colorado,San Juan,San Juan County Court
Colorado,San Miguel,San Miguel Court
Colorado,Sedgwick County,Sedgwick Court
Colorado,Summit County,Summit County Court
Colorado,Teller County,Woodland Park Court
Colorado,Washington,Washington Court
Colorado,Weld County,Firestone Municipal Court
Colorado,Weld County,Fort Lupton Municipal Court
Colorado,Weld County,Greeley Municipal Court
Colorado,Weld County,Windsor Municipal Court
Colorado,Yuma,Yuma Court
Connecticut,Fairfield,Fairfield Court
Connecticut,Hartford,Hartford Court
Connecticut,Litchfield,Litchfield Court
Connecticut,Middlesex,Middlesex Court
Connecticut,New Haven,New Haven Court
Connecticut,Tolland,Tolland Court
Connecticut,Windham,Windham Court
Delaware,State of Delaware,Delaware
Florida,The State of Florida,Alachua
Florida,The State of Florida,Baker
Florida,The State of Florida,Bay
Florida,The State of Florida,Bradford
Florida,The State of Florida,Brevard
Florida,The State of Florida,Broward
Florida,The State of Florida,Calhoun
Florida,The State of Florida,Charlotte
Florida,The State of Florida,Citrus
Florida,The State of Florida,Clay
Florida,The State of Florida,Collier
Florida,The State of Florida,Columbia
Florida,The State of Florida,Dade
Florida,The State of Florida,Desto
Florida,The State of Florida,Dixie
Florida,The State of Florida,Duval
Florida,The State of Florida,Escambia
Florida,The State of Florida,Flagler
Florida,The State of Florida,Franklin
Florida,The State of Florida,Gadsen
Florida,The State of Florida,Gilchrist
Florida,The State of Florida,Glades
Florida,The State of Florida,Gulf
Florida,The State of Florida,Hamilton
Florida,The State of Florida,Hardee
Florida,The State of Florida,Hendry
Florida,The State of Florida,Hernando
Florida,The State of Florida,Highlands
Florida,The State of Florida,Highlands
Florida,The State of Florida,Hillsborough
Florida,The State of Florida,Holmes
Florida,The State of Florida,Indian River
Florida,The State of Florida,Jackson
Florida,The State of Florida,Jefferson
Florida,The State of Florida,Lafayette
Florida,The State of Florida,Lake
Florida,The State of Florida,Lee
Florida,The State of Florida,Leon
Florida,The State of Florida,Levy
Florida,The State of Florida,Liberty
Florida,The State of Florida,Madison
Florida,The State of Florida,Manatee
Florida,The State of Florida,Marion
Florida,The State of Florida,Martin
Florida,The State of Florida,Monroe
Florida,The State of Florida,Nassau
Florida,The State of Florida,Okaloosa
Florida,The State of Florida,Okeechobee
Florida,The State of Florida,Orange
Florida,The State of Florida,Osceola
Florida,The State of Florida,Out Of State
Florida,The State of Florida,Palm Beach
Florida,The State of Florida,Pasco
Florida,The State of Florida,Pinellas
Florida,The State of Florida,Polk
Florida,The State of Florida,Putnam
Florida,The State of Florida,Santa Rosa
Florida,The State of Florida,Sarasota
Florida,The State of Florida,Seminole
Florida,The State of Florida,St Johns
Florida,The State of Florida,St Lucie
Florida,The State of Florida,Sumter
Florida,The State of Florida,Suwannee
Florida,The State of Florida,Taylor
Florida,The State of Florida,Union
Florida,The State of Florida,Volusia
Florida,The State of Florida,Wakulla
Florida,The State of Florida,Walton
Florida,The State of Florida,Washington
Georgia,State of Georgia,State of Georgia
Idaho,State of Idaho,State of Idaho
Illinois,Adams,Adams County Circuit Court
Illinois,Alexander,Alexander County Circuit Court
Illinois,Bond,Bond County Circuit Court
Illinois,Boone,Boone County Circuit Court
Illinois,Brown,Brown County Circuit Court
Illinois,Bureau,Bureau County Circuit Court
Illinois,Calhoun,Calhoun County Circuit Court
Illinois,Carroll,Carroll County Circuit Court
Illinois,Cass,Cass County Circuit Court
Illinois,Champaign,Champaign County Circuit Court
Illinois,Christian,Christian County Circuit Court
Illinois,Clark,Clark County Circuit Court
Illinois,Clay,Clay County Circuit Court
Illinois,Clinton,Clinton County Circuit Court
Illinois,Coles,Coles County Circuit Court
Illinois,Cook,Cook County Circuit Court
Illinois,Crawford,Crawford County Circuit Court
Illinois,Cumberland,Cumberland County Circuit Court
Illinois,De Kalb,DeKalb County Circuit Court
Illinois,De Witt,De Witt County Circuit Court
Illinois,Douglas,Douglas County Circuit Court
Illinois,DuPage,DuPage County Circuit Court
Illinois,Edgar,Edgar County Circuit Court
Illinois,Edwards,Edwards County Circuit Court
Illinois,Effingham,Effingham County Circuit Court
Illinois,Fayette,Fayette County Circuit Court
Illinois,Ford,Ford County Circuit Court
Illinois,Franklin,Franklin County Circuit Court
Illinois,Fulton,Fulton County Cirucit Court
Illinois,Gallatin,Gallatin County Circuit Court
Illinois,Greene,Greene County Circuit Court
Illinois,Grundy,Grundy County Circuit Court
Illinois,Hamilton,Hamilton County Circuit Court
Illinois,Hancock,Hancock County Circuit Court
Illinois,Hardin,Hardin County Circuit Court
Illinois,Henderson,Henderson County Circiut Court
Illinois,Henry,Henry County Circuit Court - Cambridge
Illinois,Henry,Henry County Circuit Court - Geneseo
Illinois,Henry,Henry County Circuit Court - Kewanee
Illinois,Iroquois,Iroquois County Courthouse
Illinois,Jackson,Jackson County Circuit Court
Illinois,Jasper,Jasper County Circuit Court
Illinois,Jefferson,Jefferson County Circiut Court
Illinois,Jersey,Jersey County Circuit Court
Illinois,Jo Daviess,Jo Daviess County Circuit Court
Illinois,Johnson,Johnson County Circuit Court
Illinois,Kane,Kane County Circuit Court - Aurora
Illinois,Kane,Kane County Circuit Court - Carpentersville
Illinois,Kane,Kane County Circuit Court - Elgin
Illinois,Kane,Kane County Circuit Court - St. Charles
Illinois,Kankakee,Kankakee County Circuit Court
Illinois,Kendall,Kendall County Circuit Court
Illinois,Knox,Knox County Circuit Court
Illinois,La Salle,La Salle County Circiut Court
Illinois,La Salle,La Salle County Circiut Court
Illinois,Lake,Lake County Circuit Court - Main Branch
Illinois,Lake,Lake County Circuit Court - Mundelein Branch
Illinois,Lake,Lake County Circuit Court - Round Lake Branch
Illinois,Lawrence,Lawrence County Circuit Court
